ID,Video Title,Description,Views,Likes,Dislikes,Comment Count,clickbait
hW7EK7Dxt0A,People Who Got EXTREMELY LUCKY,"Azzyland - People Who Got EXTREMELY LUCKY ! Today we are looking at people who got so incredibly lucky! Don't forget to leave a like and for more Lucky People  watch this: https://www.youtube.com/watch?v=jPiPvAafhPU

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

🎵 OUTRO SONG
https://www.youtube.com/watch?v=xVzeZGRZk0s",534270,41022,360,2079,1
EGzILRRuJbM,Messed up MYSTERY RIDDLES to Test Logic Skills w Gloom,"Messed up MYSTERY RIDDLES to Test Logic Skills w/ Gloom - 7 Second Riddles: https://www.youtube.com/channel/UCttF...
Gloom: https://www.youtube.com/watch?v=2omnKcVypdI&t=4s

SUBSCRIBE and become part of the AzzyLand family :D 

Hello Citizens of Azzyland.... I'm Azzy and welcome to another amazing reaction video! Today we are reacting to Messed up MYSTERY RIDDLES to Test Logic Skills

SIMILAR VIDEOS ► https://www.youtube.com/playlist?list=PLk_2g8L0o5r48OqZg53Soa9T1m4vLtOC9
CHALLENGES ►  https://www.youtube.com/playlist?list=PLk_2g8L0o5r5kDiRjdkzysfihiAW-hQgq

SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/?hl=en
•Twitter: https://twitter.com/AzzyLand
•Facebook: https://www.facebook.com/azzyland/
•Twitch: https://www.twitch.tv/azzyland


OUTRO SONG: https://www.youtube.com/watch?v=xVzeZGRZk0s",14889994,142004,7204,7050,1
-3uSuL10LhM,Amazing Things Being CRUSHED !,"Azzyland - Amazing Things Being CRUSHED !

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

🎵 OUTRO SONG
https://www.youtube.com/watch?v=xVzeZGRZk0s

CREDIT: 
Hydraulic Press Channel: https://www.youtube.com/watch?v=q9BtYEnrkg4&feature=youtu.be",3213889,58331,1464,6976,1
6RyHKQGW7aw,BABY Azzyland and Gloom vs The MEAN BABYSITTER !,"BABY Azzyland and Gloom vs The MEAN BABYSITTER !

Check out my friend Gloom: https://youtu.be/RQzsTBDwX7s

SUBSCRIBE and become part of the AzzyLand family :D 

Hello Citizens of Azzyland.... I'm Azzy and welcome to another amazing reaction video! Today we are reacting to BABY Azzyland and Gloom vs The MEAN BABYSITTER !

SIMILAR VIDEOS ► https://www.youtube.com/playlist?list=PLk_2g8L0o5r48OqZg53Soa9T1m4vLtOC9
CHALLENGES ►  https://www.youtube.com/playlist?list=PLk_2g8L0o5r5kDiRjdkzysfihiAW-hQgq

SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/?hl=en
•Twitter: https://twitter.com/AzzyLand
•Facebook: https://www.facebook.com/azzyland/
•Twitch: https://www.twitch.tv/azzyland


OUTRO SONG: https://www.youtube.com/watch?v=xVzeZGRZk0s",26256723,288305,12531,16964,1
Y6HzIW-8QhM,Messed up MYSTERY RIDDLES to Test Logic Skills - Azzyland and Gloom,"Azzyland - Messed up MYSTERY RIDDLES to Test Logic Skills - Azzyland and Gloom - 7 Second Riddles: https://www.youtube.com/watch?v=tF2Vtq4cocM

Gloom: https://www.youtube.com/watch?v=_8lk47KW6ik

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

🎵 OUTRO SONG
https://www.youtube.com/watch?v=xVzeZGRZk0s",1666107,34095,757,2665,1
qdWTuyc_7Jo,AMAZING THINGS You Have Never Seen Before !,"AMAZING THINGS You Have Never Seen Before !


👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

🛍️ OFFICIAL AZZYLAND MERCH 
https://www.azzyland.com/shop

✨ LET'S BE FRIENDS
❤️ Instagram: https://www.instagram.com/azzyland/
💛 Tik Tok: https://www.tiktok.com/@azzyland
💚 Facebook: https://www.facebook.com/azzyland/
💙 Twitter: https://twitter.com/AzzyLand


 #azzyreacts #azzyverse #azzyworld #azzyland #azzy #reaction #funny",553892,18068,171,606,1
MjsXjdQ3TrQ,Crazy Coincidences You Wont Believe !,"Azzyland - Crazy Coincidences You Wont Believe !

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

🎵 OUTRO SONG
https://www.youtube.com/watch?v=xVzeZGRZk0s",5558163,184374,2446,3937,1
Pp8XG-NWpso,Filling you in about whats going on,Filling you in about whats going on in Azzyland...,1033426,70119,802,2377,1
sdJJMO-OWxg,Weird Tik Tok NAIL ART,"Weird Tik Tok NAIL ART 

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

🛍️ OFFICIAL AZZYLAND MERCH 
https://www.azzyland.com/shop

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

 #azzyreacts #azzyverse #azzyworld #azzyland #azzy #reaction #funny",496459,11880,159,928,1
8OFADIShxc8,AMAZING THINGS You Have Never Seen PEELED !,"Azzyland - AMAZING THINGS You Have Never Seen PEELED !

👨‍👩‍👧 SUBSCRIBE and become part of the AzzyLand family :D 

✨ SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/
•Tik Tok: https://www.tiktok.com/@azzyland
•Facebook: https://www.facebook.com/azzyland/
•Twitter: https://twitter.com/AzzyLand

🎵 OUTRO SONG
https://www.youtube.com/watch?v=xVzeZGRZk0s",8249220,321726,3606,9721,1
nM4feUESXUU,TRY NOT TO GET SCARED CHALLENGE (Outlast 2),"SUBSCRIBE and become part of the AzzyLand family :D 

Hello Citizens of Azzyland.... I'm Azzy and welcome to another amazing video! TRY NOT TO GET SCARED CHALLENGE (Outlast 2)

Q&A's ►  playlist https://www.youtube.com/playlist?list=PLk_2g8L0o5r5WS45JJQfGDiSpjLS0vjxS
CHALLENGES ►  https://www.youtube.com/playlist?list=PLk_2g8L0o5r5kDiRjdkzysfihiAW-hQgq
GTA 5 MODS playlist ► https://www.youtube.com/playlist?list=PLk_2g8L0o5r7c3l5-cRfHVc_RyQDBVUMR

SOCIAL MEDIA
•Instagram: https://www.instagram.com/azzyland/?hl=en
•Twitter: https://twitter.com/AzzyLand
•Facebook: https://www.facebook.com/azzyland/
•Twitch: https://www.twitch.tv/azzyland

OUTRO SONG: https://www.youtube.com/watch?v=xVzeZGRZk0s",220408,3932,97,608,1
K1MER5RThcA,Secrets in 27 Everyday Things,"Secrets in 27 Everyday Things

✨ LET'S BE FRIENDS
❤️ Instagram: https://www.instagram.com/azzyland/
💛 Tik Tok: https://www.tiktok.com/@azzyland
💚 Facebook: https://www.facebook.com/azzyland/
💙 Twitter: https://twitter.com/AzzyLand


 #azzyreacts #azzyverse #secrets #azzyland #azzy #reaction #funny",567314,11176,119,584,1
FD-0KG-h2-c,Gordon Ramsay Tries Most Expensive Chocolate Bar!,"New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",477449335,22637664,472586,39995,1
Gx6VeIIbWwM,Spot The Hidden People For $10 000,,512046151,17610809,300641,23293,1
l9_8_pDTmis,Furthest Away From Me Wins $10 000,,312892802,12830887,237432,26851,1
IQxea9UB1nQ,$100 000 000 Car Doors,,566919237,19062257,487790,25726,1
ZVt9ZJfWV1c,Feeding A Dog $1 vs $10 000 Steak,,227287614,9288250,199816,25195,1
CWbV3NItSdY,The World's Fastest Cleaners,,123678557,7376316,131870,19630,1
ooAwCOP67GQ,Do Pawnshops Scam You?,,237027282,11522513,248760,21272,1
OnTTThIzuNU,Keep Track Of Car  Win $10 000,,80951947,4661919,59969,21827,1
AZlBZuS4hr0,Guess The Gift  Keep It,,497736791,17382161,465281,15773,1
8kggT2ej-lo,Would You Pet a Cheetah in Africa?,,509217964,20762055,331860,42550,1
imhY0pe-Sd8,Anything You Touch  You Keep!,,81808043,4888780,49120,11712,1
mKIhHNznt4s,Can You Beat A Girl In Arm Wrestling?,,327622342,14841170,295006,31921,1
aZnqqXaT02g,Giving Car Keys Instead Of Candy On Halloween,,203011109,7575458,110094,12263,1
IemzxkkzI5s,I Tipped A Pizza Delivery Driver A Car,,309991775,16261231,285390,23469,1
Y0cBiGUuB1Y,I Sent a Subscriber to Disneyland,"New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",425210976,22985885,278996,62958,1
Y4-gFIfGXiQ,Would you go on a Blind Date in Italy?,,352969757,17778017,375078,23250,1
XE1Qyss8GIY,Guess The Gift  Keep It,,153084102,8174268,121322,15876,1
rWBOITBjitE,Could You Walk Up A Skyscraper?,,140022424,8176200,289251,19685,1
se50viFJ0AQ,Would You Fly To Paris For A Baguette?,"New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",1205079370,48209999,1316991,106899,1
NTZhwAldqwg,Metal Pipe Vs School Bus,,333726319,10860193,333756,24942,1
CP82DAKzL1U,I Traded My Car At a Red Light,,382410411,17854812,268526,29561,1
stUofW3whpE,I Buried Treasure in the Bermuda Triangle,,278207843,17467347,280593,27178,1
lglIQkCHO0g,Do Men Lie About Their Height?,"New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",354259745,17027114,306227,25842,1
YlvcFJOE-OE,Giving iPhones Instead Of Candy on Halloween,"New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",1168443887,34334097,966041,125376,1
AjwAdtlRKf8,Buy Feastables  Win $10 000,,154174671,8967261,96735,21181,1
NnNZLCl78Ao,Make This Kick  Win Super Bowl Tickets,,102146890,4312943,83605,8758,1
8_gdcaX9Xqk,Would You Split Or Steal $250 000?,,38248258,3409693,44232,18756,1
zgLhCT7aFCA,Extreme Home Makeover!,,227459880,13985935,164853,35159,1
S_CUEOBZ0P4,The Rock Vs MrBeast For $100 000,"Winning totally Rocks!

New Merch - https://shopmrbeast.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------",542525073,30951355,473588,72248,1
sH48lKbayNU,Unboxing My 200M Subscriber Play Button,,121378222,8949586,150952,38086,1
c0v8OPItCOg,$100 000 000 Bathroom,,198769589,8990878,218979,17765,1
ZKxnjszkZto,Spot The Hidden People For $10 000,,29451600,1554809,16995,5139,1
oA4LSZvX4iE,Ages 1-100 Try My Chocolate,,20605187,1483015,22087,9116,1
8ZTy3K2QgOY,Pranks That Went Horribly Wrong,"These are pranks that went horribly wrong  warning guns were pulled.

SOURCES BELOW
http://newsbuzzdaily.com/hood-prank-gone-wrong-prankster-murdered-in-chicago/
http://metro.co.uk/2016/03/18/youtube-prankster-jailed-for-staging-a-bomb-threat-hoax-5760483/
https://www.vg247.com/2015/02/09/swat-pranker-arrested-faces-five-years-in-prison/
http://mashable.com/2016/01/26/egyptian-condom-balloon-prank-backfires/#E65RVr7ANEqk
http://www.dailymail.co.uk/news/article-3272369/This-dude-s-killed-kid-like-four-times-Thousands-call-YouTube-prankster-tricked-girlfriend-SECOND-time-thinking-son-died.html

NEW Merch Store! - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com
-------------------------------------------------------------------------------------------------------------
→→ FOLLOW FOR GOOD LUCK→→ https://twitter.com/MrBeastYT

→ →FACEBOOK→ https://www.facebook.com/MrBeast6000

→ → OUTRO SONG  - https://www.youtube.com/watch?v=ttLYXcza4j4
------------------------------------------------------------------------------------------------------------

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

In this video I talk about pranks that went horribly wrong where guns where pulled in the hood and people were shot. If you don't want to have your prank go horrible wrong just don't do a prank.",2095514,90003,1345,3024,1
dPxAFqs2eYE,Epic Ghost Multiplayer EasterEggs! (PrisonBreak  Sovereign  and Flooded),These are three eastereggs I found in Ghost.... Feel free to go into a private match and shoot them and see what happens :),91434,2840,28,329,1
Lx9fRu5ehFo,We Are Better Than Dude Perfect,"We are better

Music By - https://m.youtube.com/channel/UCJrYFqO8sG-KtqUhWRtQL4w

SUBSCRIBE FOR A FREE CAR


NEW Merch Store! - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
► Follow all three and comment you did and I'll subscribe to you.
• Twitter - https://twitter.com/MrBeastYT
•  Instagram - https://www.instagram.com/mrbeastyt/
•  Snapchat - MrBeastyt

--------------------------------------------------------------------

pg family friendly dude perfect content",26097927,666315,63463,38882,1
7HBR3Ea72CY,10 Things You DIDN'T Know About Youtube!,"These are all interesting to me and I thought I would share them with you. Most of the Information mentioned in this video was found on the site in the link below.
http://facts.randomhistory.com/youtube-facts.html

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment  and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",59107,1378,27,156,1
ctJORnOjbrQ,These Were The Good Days....,"I used to love doing this in MW2.



Creator: http://www.youtube.com/watch?v=5zJT-OAWoBU


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!

Social Links!
............................................................................................
insane mw2 clip",142424,3977,42,421,1
WTOm65IZneg,1 000 Deaf People Hear For The First Time,"Your support gives the Gift of Hearing.  Please click here!
https://hearingthecall.org/give/

 SIGN LANGUAGE RESOURCES

BANGLADESH https://parakerja.co.id/home/

GUATEMALA https://www.lavosi-gua.org/

INDIA https://vaani.in/

INDONESIA https://parakerja.co.id/home/

KENYA https://www.dekkenya.org/

MEXICO https://ac.ijd.org.mx/

MEXICO https://www.eeesma.com/

UNITED STATES https://www.asd-1817.org/

UNITED STATES https://deafchildren.org/

ZAMBIA https://www.facebook.com/zambiadeafyouthwomen/

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------

Thanks to Lickd for providing the music for this video! Discover tracks for your YouTube videos here: https://go.lickd.co/mb1

Track: Experience by Ludovico Einaudi  License ID: pbgGZ73AmAD  https://lickd.lnk.to/RFrtufyY
Track: Wang Family Portrait by Son Lux  License ID: 2zokxZGpPyn  https://lickd.lnk.to/A2glpE",156176977,5282259,56561,161799,1
yyssjJEJMt4,Minecraft  How To Grief Without Being Seen!,I demonstrate how to build a tnt cannon that will take less than 10 seconds to make and can be used to quickly grief a server when no one is looking!,165616,5533,95,664,1
w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,"This is a video where I talk  and now your watching it.

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

Sponsor - https://www.gofizzer.com
USE CODE BEAST FOR A 10% DISCOUNT AND TO SUPPORT ME!

I read every comment  and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",46554,1565,30,254,1
